STATE_NAME,COUNTY_NAME,STATE_FIPS,COUNTY_FIPS,CLINTON_VOTES,CLINTON_%,TRUMP_VOTES,TRUMP_%,MCMULLIN_VOTES,MCMULLIN_%,OTHER_VOTES,OTHER_%,
INDIANA,PIKE,18,125,1297,21.7%,4398,73.6%,0,0.0%,282,4.7%,
INDIANA,PORTER,18,127,33676,43.0%,38832,49.6%,0,0.0%,5745,7.3%,
INDIANA,POSEY,18,129,3521,28.2%,8404,67.4%,0,0.0%,542,4.3%,
INDIANA,PULASKI,18,131,1327,24.3%,3854,70.6%,0,0.0%,278,5.1%,
INDIANA,PUTNAM,18,133,3356,22.8%,10637,72.3%,0,0.0%,722,4.9%,
INDIANA,RANDOLPH,18,135,2446,23.2%,7517,71.4%,0,0.0%,560,5.3%,
INDIANA,RIPLEY,18,137,2471,19.1%,9806,75.8%,0,0.0%,658,5.1%,
INDIANA,RUSH,18,139,1525,21.1%,5292,73.4%,0,0.0%,397,5.5%,
INDIANA,STJOSEPH,18,141,52252,46.7%,52021,46.5%,0,0.0%,7569,6.8%,
INDIANA,SCOTT,18,143,2642,29.0%,6074,66.7%,0,0.0%,385,4.2%,
INDIANA,SHELBY,18,145,4247,23.6%,12718,70.7%,0,0.0%,1029,5.7%,
INDIANA,SPENCER,18,147,2861,28.7%,6572,65.9%,0,0.0%,546,5.5%,
INDIANA,STARKE,18,149,2489,26.7%,6367,68.3%,0,0.0%,460,4.9%,
INDIANA,STEUBEN,18,151,3744,25.7%,10133,69.6%,0,0.0%,689,4.7%,
INDIANA,SULLIVAN,18,153,2113,24.7%,6138,71.7%,0,0.0%,308,3.6%,
INDIANA,SWITZERLAND,18,155,930,25.1%,2558,69.2%,0,0.0%,211,5.7%,
INDIANA,TIPPECANOE,18,157,27282,43.1%,30768,48.6%,0,0.0%,5289,8.4%,
INDIANA,TIPTON,18,159,1587,21.1%,5589,74.4%,0,0.0%,334,4.4%,
INDIANA,UNION,18,161,715,21.7%,2445,74.3%,0,0.0%,131,4.0%,
INDIANA,VANDERBURGH,18,163,28530,38.9%,40496,55.2%,0,0.0%,4343,5.9%,
INDIANA,VERMILLION,18,165,2081,29.8%,4513,64.7%,0,0.0%,379,5.4%,
INDIANA,VIGO,18,167,15931,39.7%,21937,54.7%,0,0.0%,2259,5.6%,
INDIANA,WABASH,18,169,3018,22.3%,9821,72.5%,0,0.0%,713,5.3%,
INDIANA,WARREN,18,171,839,21.3%,2898,73.7%,0,0.0%,193,4.9%,
INDIANA,WARRICK,18,173,9086,30.3%,19113,63.8%,0,0.0%,1740,5.8%,
INDIANA,WASHINGTON,18,175,2636,23.2%,8209,72.1%,0,0.0%,537,4.7%,
INDIANA,WAYNE,18,177,8322,32.5%,16028,62.7%,0,0.0%,1229,4.8%,
INDIANA,WELLS,18,179,2586,19.5%,10005,75.3%,0,0.0%,695,5.2%,
INDIANA,WHITE,18,181,2590,25.7%,6893,68.3%,0,0.0%,613,6.1%,
INDIANA,WHITLEY,18,183,3379,21.4%,11358,72.1%,0,0.0%,1022,6.5%,
IOWA,ADAIR,19,1,1133,29.7%,2461,64.6%,10,0.3%,207,5.4%,
IOWA,ADAMS,19,3,565,26.8%,1395,66.2%,6,0.3%,140,6.6%,
IOWA,ALLAMAKEE,19,5,2421,35.0%,4093,59.1%,34,0.5%,375,5.4%,
IOWA,APPANOOSE,19,7,1814,29.6%,4033,65.7%,24,0.4%,265,4.3%,
IOWA,AUDUBON,19,9,1080,31.7%,2136,62.6%,9,0.3%,187,5.5%,
IOWA,BENTON,19,11,4678,33.8%,8232,59.5%,70,0.5%,864,6.2%,
IOWA,BLACKHAWK,19,13,32233,50.0%,27476,42.7%,490,0.8%,4206,6.5%,
IOWA,BOONE,19,15,5541,39.0%,7484,52.7%,158,1.1%,1013,7.1%,
IOWA,BREMER,19,17,5356,39.6%,7208,53.2%,88,0.7%,886,6.5%,
IOWA,BUCHANAN,19,19,3970,38.7%,5510,53.7%,48,0.5%,724,7.1%,
IOWA,BUENAVISTA,19,21,2856,34.5%,4903,59.2%,58,0.7%,461,5.6%,
IOWA,BUTLER,19,23,2157,28.7%,4921,65.5%,50,0.7%,385,5.1%,
IOWA,CALHOUN,19,25,1398,27.1%,3468,67.2%,17,0.3%,276,5.3%,
IOWA,CARROLL,19,27,3309,31.4%,6638,63.0%,54,0.5%,543,5.1%,
IOWA,CASS,19,29,1951,27.4%,4761,66.8%,51,0.7%,362,5.1%,
IOWA,CEDAR,19,31,3599,37.7%,5295,55.5%,38,0.4%,609,6.4%,
IOWA,CERROGORDO,19,33,9862,42.9%,11621,50.6%,145,0.6%,1337,5.8%,
IOWA,CHEROKEE,19,35,1679,26.8%,4192,67.0%,41,0.7%,346,5.5%,
IOWA,CHICKASAW,19,37,2266,35.2%,3742,58.2%,28,0.4%,399,6.2%,
IOWA,CLARKE,19,39,1465,32.9%,2713,60.9%,20,0.4%,256,5.7%,
IOWA,CLAY,19,41,2249,26.1%,5877,68.2%,58,0.7%,433,5.0%,
IOWA,CLAYTON,19,43,3237,35.5%,5317,58.2%,47,0.5%,528,5.8%,
IOWA,CLINTON,19,45,10095,43.8%,11276,48.9%,135,0.6%,1561,6.8%,
IOWA,CRAWFORD,19,47,1991,28.7%,4617,66.6%,19,0.3%,308,4.4%,
IOWA,DALLAS,19,49,15701,41.0%,19339,50.6%,519,1.4%,2693,7.0%,
IOWA,DAVIS,19,51,977,25.2%,2723,70.1%,21,0.5%,161,4.1%,
IOWA,DECATUR,19,53,1201,32.2%,2296,61.5%,20,0.5%,217,5.8%,
IOWA,DELAWARE,19,55,2957,32.0%,5694,61.6%,47,0.5%,543,5.9%,
IOWA,DESMOINES,19,57,8212,43.0%,9529,49.9%,130,0.7%,1232,6.4%,
IOWA,DICKINSON,19,59,3056,29.5%,6753,65.2%,51,0.5%,494,4.8%,
IOWA,DUBUQUE,19,61,22850,46.0%,23460,47.2%,305,0.6%,3106,6.2%,
IOWA,EMMET,19,63,1357,28.6%,3124,65.7%,16,0.3%,256,5.4%,
IOWA,FAYETTE,19,65,3689,37.0%,5620,56.3%,65,0.7%,601,6.0%,
IOWA,FLOYD,19,67,3179,39.4%,4375,54.3%,63,0.8%,443,5.5%,
IOWA,FRANKLIN,19,69,1493,30.1%,3163,63.7%,28,0.6%,284,5.7%,
IOWA,FREMONT,19,71,963,26.8%,2407,67.0%,19,0.5%,206,5.7%,
IOWA,GREENE,19,73,1691,35.1%,2820,58.5%,29,0.6%,281,5.8%,
IOWA,GRUNDY,19,75,1856,27.0%,4527,65.9%,50,0.7%,439,6.4%,
IOWA,GUTHRIE,19,77,1732,30.1%,3628,63.1%,18,0.3%,372,6.5%,
IOWA,HAMILTON,19,79,2726,35.4%,4463,58.0%,68,0.9%,437,5.7%,
IOWA,HANCOCK,19,81,1587,27.0%,3977,67.7%,31,0.5%,276,4.7%,
IOWA,HARDIN,19,83,2787,32.7%,5254,61.6%,69,0.8%,423,5.0%,
IOWA,HARRISON,19,85,2131,28.5%,4902,65.7%,39,0.5%,393,5.3%,
IOWA,HENRY,19,87,2904,30.9%,5779,61.5%,100,1.1%,621,6.6%,
IOWA,HOWARD,19,89,1677,36.8%,2611,57.3%,15,0.3%,256,5.6%,
IOWA,HUMBOLDT,19,91,1252,24.6%,3568,70.1%,40,0.8%,227,4.5%,
IOWA,IDA,19,93,792,21.9%,2655,73.5%,16,0.4%,149,4.1%,
IOWA,IOWA,19,95,3084,34.6%,5205,58.5%,54,0.6%,561,6.3%,
IOWA,JACKSON,19,97,3837,37.2%,5824,56.5%,55,0.5%,594,5.8%,
IOWA,JASPER,19,99,7109,37.3%,10560,55.5%,91,0.5%,1274,6.7%,
IOWA,JEFFERSON,19,101,3710,45.5%,3748,46.0%,25,0.3%,673,8.3%,
IOWA,JOHNSON,19,103,50200,65.2%,21044,27.4%,721,0.9%,4975,6.5%,
IOWA,JONES,19,105,3787,37.4%,5720,56.4%,50,0.5%,576,5.7%,
IOWA,KEOKUK,19,107,1342,26.9%,3390,68.0%,15,0.3%,238,4.8%,
IOWA,KOSSUTH,19,109,2543,29.5%,5653,65.7%,36,0.4%,375,4.4%,
IOWA,LEE,19,111,6215,38.5%,8803,54.5%,84,0.5%,1049,6.5%,
IOWA,LINN,19,113,58935,50.3%,48390,41.3%,933,0.8%,8840,7.5%,
IOWA,LOUISA,19,115,1648,32.9%,3069,61.3%,39,0.8%,252,5.0%,
IOWA,LUCAS,19,117,1239,28.5%,2877,66.1%,16,0.4%,222,5.1%,
IOWA,LYON,19,119,920,14.4%,5192,81.4%,35,0.5%,230,3.6%,
IOWA,MADISON,19,121,2678,31.0%,5360,62.1%,84,1.0%,514,6.0%,
IOWA,MAHASKA,19,123,2619,24.6%,7432,69.9%,73,0.7%,508,4.8%,
IOWA,MARION,19,125,5482,30.8%,10962,61.5%,204,1.1%,1168,6.6%,
IOWA,MARSHALL,19,127,7652,42.6%,9146,50.9%,104,0.6%,1078,6.0%,
IOWA,MILLS,19,129,2090,27.1%,5067,65.8%,76,1.0%,465,6.0%,
IOWA,MITCHELL,19,131,1888,34.9%,3190,58.9%,25,0.5%,314,5.8%,
IOWA,MONONA,19,133,1247,27.3%,3120,68.2%,12,0.3%,193,4.2%,
IOWA,MONROE,19,135,1056,27.3%,2638,68.3%,15,0.4%,156,4.0%,
IOWA,MONTGOMERY,19,137,1314,26.1%,3436,68.1%,27,0.5%,267,5.3%,
IOWA,MUSCATINE,19,139,8368,43.1%,9584,49.3%,136,0.7%,1346,6.9%,
IOWA,OBRIEN,19,141,1315,17.8%,5752,77.7%,31,0.4%,308,4.2%,
IOWA,OSCEOLA,19,143,552,17.2%,2531,78.8%,20,0.6%,110,3.4%,
IOWA,PAGE,19,145,1807,25.7%,4893,69.5%,35,0.5%,309,4.4%,
IOWA,PALOALTO,19,147,1398,29.7%,3081,65.5%,13,0.3%,211,4.5%,
IOWA,PLYMOUTH,19,149,2885,21.9%,9680,73.4%,72,0.5%,553,4.2%,
IOWA,POCAHONTAS,19,151,963,24.9%,2702,69.9%,14,0.4%,186,4.8%,
IOWA,POLK,19,153,119804,51.7%,93492,40.4%,2380,1.0%,15879,6.9%,
IOWA,POTTAWATTAMIE,19,155,15355,36.0%,24447,57.3%,253,0.6%,2625,6.2%,
IOWA,POWESHIEK,19,157,4304,43.8%,4946,50.3%,46,0.5%,537,5.5%,
IOWA,RINGGOLD,19,159,753,27.8%,1824,67.4%,7,0.3%,123,4.5%,
IOWA,SAC,19,161,1270,24.4%,3703,71.0%,15,0.3%,224,4.3%,
IOWA,SCOTT,19,163,40440,46.9%,39149,45.4%,647,0.8%,5984,6.9%,
IOWA,SHELBY,19,165,1662,26.1%,4362,68.5%,39,0.6%,307,4.8%,
IOWA,SIOUX,19,167,2300,12.6%,14785,81.3%,352,1.9%,757,4.2%,
IOWA,STORY,19,169,25709,50.7%,19458,38.4%,1061,2.1%,4439,8.8%,
IOWA,TAMA,19,171,3196,36.5%,4971,56.8%,44,0.5%,541,6.2%,
IOWA,TAYLOR,19,173,758,25.0%,2111,69.7%,12,0.4%,148,4.9%,
IOWA,UNION,19,175,1922,33.0%,3525,60.4%,18,0.3%,367,6.3%,
IOWA,VANBUREN,19,177,845,23.7%,2527,71.0%,21,0.6%,168,4.7%,
IOWA,WAPELLO,19,179,5594,36.9%,8715,57.5%,65,0.4%,775,5.1%,
IOWA,WARREN,19,181,10411,38.1%,14814,54.3%,194,0.7%,1881,6.9%,
IOWA,WASHINGTON,19,183,3943,36.1%,6173,56.5%,92,0.8%,721,6.6%,
IOWA,WAYNE,19,185,719,24.5%,2069,70.4%,20,0.7%,132,4.5%,
IOWA,WEBSTER,19,187,6305,36.2%,10056,57.7%,104,0.6%,965,5.5%,
IOWA,WINNEBAGO,19,189,1931,33.4%,3447,59.6%,49,0.8%,360,6.2%,
IOWA,WINNESHIEK,19,191,5254,46.2%,5344,47.0%,102,0.9%,662,5.8%,
IOWA,WOODBURY,19,193,16210,37.1%,24727,56.6%,234,0.5%,2547,5.8%,
IOWA,WORTH,19,195,1530,35.9%,2453,57.6%,34,0.8%,240,5.6%,
IOWA,WRIGHT,19,197,1896,31.5%,3800,63.1%,25,0.4%,305,5.1%,
KANSAS,ALLEN,20,1,1398,26.3%,3575,67.3%,0,0.0%,341,6.4%,
KANSAS,ANDERSON,20,3,665,20.3%,2386,72.8%,0,0.0%,226,6.9%,
KANSAS,ATCHISON,20,5,1946,30.4%,3977,62.2%,0,0.0%,470,7.4%,
KANSAS,BARBER,20,7,281,12.7%,1822,82.5%,0,0.0%,106,4.8%,
KANSAS,BARTON,20,9,1823,17.9%,7766,76.2%,0,0.0%,605,5.9%,
KANSAS,BOURBON,20,11,1306,22.1%,4314,72.9%,0,0.0%,298,5.0%,
KANSAS,BROWN,20,13,850,21.5%,2861,72.2%,0,0.0%,249,6.3%,
KANSAS,BUTLER,20,15,6573,23.9%,19071,69.5%,0,0.0%,1810,6.6%,
KANSAS,CHASE,20,17,313,23.3%,964,71.8%,0,0.0%,65,4.8%,
KANSAS,CHAUTAUQUA,20,19,236,12.8%,1552,84.1%,0,0.0%,57,3.1%,
KANSAS,CHEROKEE,20,21,1959,23.4%,6017,71.8%,0,0.0%,410,4.9%,
KANSAS,CHEYENNE,20,23,188,13.3%,1172,83.2%,0,0.0%,49,3.5%,
KANSAS,CLARK,20,25,118,12.0%,813,82.7%,0,0.0%,52,5.3%,
KANSAS,CLAY,20,27,665,17.8%,2831,76.0%,0,0.0%,231,6.2%,
KANSAS,CLOUD,20,29,744,19.4%,2856,74.5%,0,0.0%,231,6.0%,
KANSAS,COFFEY,20,31,719,18.1%,2990,75.5%,0,0.0%,253,6.4%,
KANSAS,COMANCHE,20,33,102,11.9%,705,82.3%,0,0.0%,50,5.8%,
KANSAS,COWLEY,20,35,3436,28.2%,8016,65.9%,0,0.0%,719,5.9%,
KANSAS,CRAWFORD,20,37,5064,35.2%,8394,58.3%,0,0.0%,946,6.6%,
KANSAS,DECATUR,20,39,178,12.2%,1220,83.6%,0,0.0%,62,4.2%,
KANSAS,DICKINSON,20,41,1582,19.8%,5905,73.7%,0,0.0%,521,6.5%,
KANSAS,DONIPHAN,20,43,584,17.3%,2601,77.3%,0,0.0%,181,5.4%,
KANSAS,DOUGLAS,20,45,31195,62.6%,14688,29.5%,0,0.0%,3984,8.0%,
KANSAS,EDWARDS,20,47,208,15.9%,1033,79.0%,0,0.0%,67,5.1%,
KANSAS,ELK,20,49,160,12.7%,1048,83.2%,0,0.0%,51,4.1%,
KANSAS,ELLIS,20,51,2669,22.9%,8311,71.3%,0,0.0%,680,5.8%,
KANSAS,ELLSWORTH,20,53,515,19.6%,1933,73.6%,0,0.0%,178,6.8%,
KANSAS,FINNEY,20,55,3006,30.9%,6155,63.3%,0,0.0%,570,5.9%,
KANSAS,FORD,20,57,2032,27.4%,4994,67.3%,0,0.0%,399,5.4%,
KANSAS,FRANKLIN,20,59,2829,26.5%,7025,65.9%,0,0.0%,804,7.5%,
KANSAS,GEARY,20,61,2569,36.0%,4116,57.7%,0,0.0%,444,6.2%,
KANSAS,GOVE,20,63,149,11.2%,1127,84.9%,0,0.0%,52,3.9%,
KANSAS,GRAHAM,20,65,185,14.6%,1013,80.1%,0,0.0%,67,5.3%,
KANSAS,GRANT,20,67,427,18.5%,1755,75.9%,0,0.0%,129,5.6%,
KANSAS,GRAY,20,69,257,12.8%,1651,82.1%,0,0.0%,103,5.1%,
KANSAS,GREELEY,20,71,83,13.0%,523,81.8%,0,0.0%,33,5.2%,
KANSAS,GREENWOOD,20,73,484,17.2%,2146,76.3%,0,0.0%,181,6.4%,
KANSAS,HAMILTON,20,75,114,13.5%,690,81.5%,0,0.0%,43,5.1%,
KANSAS,HARPER,20,77,388,15.4%,1950,77.6%,0,0.0%,175,7.0%,
KANSAS,HARVEY,20,79,5006,34.4%,8503,58.5%,0,0.0%,1031,7.1%,
KANSAS,HASKELL,20,81,228,17.5%,1011,77.8%,0,0.0%,61,4.7%,
KANSAS,HODGEMAN,20,83,124,12.3%,845,84.0%,0,0.0%,37,3.7%,
KANSAS,JACKSON,20,85,1489,26.0%,3888,67.9%,0,0.0%,350,6.1%,
KANSAS,JEFFERSON,20,87,2483,30.5%,5112,62.7%,0,0.0%,556,6.8%,
KANSAS,JEWELL,20,89,180,12.1%,1204,81.2%,0,0.0%,99,6.7%,
KANSAS,JOHNSON,20,91,129852,44.1%,137490,46.7%,0,0.0%,26866,9.1%,
KANSAS,KEARNY,20,93,224,16.9%,1048,79.1%,0,0.0%,53,4.0%,
KANSAS,KINGMAN,20,95,594,18.1%,2507,76.4%,0,0.0%,180,5.5%,
KANSAS,KIOWA,20,97,111,10.9%,855,83.6%,0,0.0%,57,5.6%,
KANSAS,LABETTE,20,99,2234,28.2%,5232,66.1%,0,0.0%,453,5.7%,
KANSAS,LANE,20,101,104,12.5%,684,82.3%,0,0.0%,43,5.2%,
KANSAS,LEAVENWORTH,20,103,10209,33.3%,17638,57.6%,0,0.0%,2792,9.1%,
KANSAS,LINCOLN,20,105,214,14.8%,1168,80.7%,0,0.0%,66,4.6%,
KANSAS,LINN,20,107,721,16.7%,3377,78.0%,0,0.0%,231,5.3%,
KANSAS,LOGAN,20,109,149,11.1%,1124,83.4%,0,0.0%,75,5.6%,
KANSAS,LYON,20,111,4649,37.3%,6552,52.5%,0,0.0%,1271,10.2%,
KANSAS,MCPHERSON,20,113,3183,25.6%,8407,67.6%,0,0.0%,853,6.9%,
KANSAS,MARION,20,115,1177,21.5%,3928,71.9%,0,0.0%,360,6.6%,
KANSAS,MARSHALL,20,117,1060,23.2%,3250,71.0%,0,0.0%,268,5.9%,
KANSAS,MEADE,20,119,206,12.1%,1390,81.7%,0,0.0%,106,6.2%,
KANSAS,MIAMI,20,121,3949,26.8%,9839,66.9%,0,0.0%,924,6.3%,
KANSAS,MITCHELL,20,123,469,16.6%,2216,78.5%,0,0.0%,139,4.9%,
KANSAS,MONTGOMERY,20,125,2557,22.0%,8466,72.8%,0,0.0%,600,5.2%,
KANSAS,MORRIS,20,127,586,22.8%,1790,69.7%,0,0.0%,192,7.5%,
KANSAS,MORTON,20,129,145,12.5%,970,83.6%,0,0.0%,45,3.9%,
KANSAS,NEMAHA,20,131,714,14.2%,4066,80.9%,0,0.0%,245,4.9%,
KANSAS,NEOSHO,20,133,1464,23.8%,4340,70.6%,0,0.0%,347,5.6%,
KANSAS,NESS,20,135,160,11.1%,1216,84.7%,0,0.0%,59,4.1%,
KANSAS,NORTON,20,137,277,12.6%,1808,82.6%,0,0.0%,105,4.8%,
KANSAS,OSAGE,20,139,1730,25.1%,4713,68.4%,0,0.0%,451,6.5%,
KANSAS,OSBORNE,20,141,231,13.2%,1437,82.0%,0,0.0%,85,4.8%,
KANSAS,OTTAWA,20,143,424,14.8%,2261,78.9%,0,0.0%,181,6.3%,
KANSAS,PAWNEE,20,145,567,21.8%,1872,71.9%,0,0.0%,163,6.3%,
KANSAS,PHILLIPS,20,147,296,11.3%,2200,84.3%,0,0.0%,115,4.4%,
KANSAS,POTTAWATOMIE,20,149,2191,21.2%,7451,71.9%,0,0.0%,717,6.9%,
KANSAS,PRATT,20,151,769,20.2%,2824,74.2%,0,0.0%,213,5.6%,
KANSAS,RAWLINS,20,153,160,11.0%,1209,83.5%,0,0.0%,79,5.5%,
KANSAS,RENO,20,155,6837,27.9%,15513,63.2%,0,0.0%,2186,8.9%,
KANSAS,REPUBLIC,20,157,370,14.9%,1993,80.2%,0,0.0%,121,4.9%,
KANSAS,RICE,20,159,668,18.7%,2652,74.3%,0,0.0%,247,6.9%,
KANSAS,RILEY,20,161,9155,42.3%,9997,46.2%,209,1.0%,2272,10.5%,
KANSAS,ROOKS,20,163,273,11.5%,1999,84.1%,0,0.0%,106,4.5%,
KANSAS,RUSH,20,165,227,15.4%,1177,79.9%,0,0.0%,70,4.7%,
KANSAS,RUSSELL,20,167,454,14.4%,2544,80.8%,0,0.0%,150,4.8%,
KANSAS,SALINE,20,169,6084,28.7%,13367,63.0%,0,0.0%,1755,8.3%,
KANSAS,SCOTT,20,171,232,10.7%,1832,84.9%,0,0.0%,95,4.4%,
KANSAS,SEDGWICK,20,173,69627,36.3%,104353,54.4%,0,0.0%,17818,9.3%,
KANSAS,SEWARD,20,175,1491,31.4%,3025,63.8%,0,0.0%,227,4.8%,
KANSAS,SHAWNEE,20,177,33926,44.2%,35934,46.8%,0,0.0%,6906,9.0%,
KANSAS,SHERIDAN,20,179,126,9.3%,1186,87.1%,0,0.0%,50,3.7%,
KANSAS,SHERMAN,20,181,340,13.4%,2043,80.5%,0,0.0%,154,6.1%,
KANSAS,SMITH,20,183,295,14.6%,1635,81.2%,0,0.0%,84,4.2%,
KANSAS,STAFFORD,20,185,303,16.1%,1485,78.8%,0,0.0%,96,5.1%,
KANSAS,STANTON,20,187,132,17.8%,580,78.2%,0,0.0%,30,4.0%,
KANSAS,STEVENS,20,189,215,11.6%,1564,84.4%,0,0.0%,74,4.0%,
KANSAS,SUMNER,20,191,2039,21.5%,6844,72.1%,0,0.0%,611,6.4%,
KANSAS,THOMAS,20,193,467,13.4%,2832,81.3%,0,0.0%,184,5.3%,
KANSAS,TREGO,20,195,193,13.2%,1211,83.0%,0,0.0%,55,3.8%,
KANSAS,WABAUNSEE,20,197,773,23.1%,2358,70.6%,0,0.0%,209,6.3%,
KANSAS,WALLACE,20,199,45,5.8%,711,91.3%,0,0.0%,23,3.0%,
KANSAS,WASHINGTON,20,201,378,14.1%,2136,79.8%,0,0.0%,163,6.1%,
KANSAS,WICHITA,20,203,139,14.9%,765,81.9%,0,0.0%,30,3.2%,
KANSAS,WILSON,20,205,550,15.8%,2747,78.9%,0,0.0%,185,5.3%,
KANSAS,WOODSON,20,207,270,19.0%,1063,74.9%,0,0.0%,87,6.1%,
KANSAS,WYANDOTTE,20,209,30146,61.2%,15806,32.1%,0,0.0%,3291,6.7%,
KENTUCKY,ADAIR,21,1,1323,16.1%,6637,80.6%,92,1.1%,181,2.2%,
KENTUCKY,ALLEN,21,3,1349,16.7%,6466,79.9%,63,0.8%,218,2.7%,
KENTUCKY,ANDERSON,21,5,2634,23.1%,8242,72.2%,165,1.4%,381,3.3%,
KENTUCKY,BALLARD,21,7,816,19.9%,3161,77.1%,23,0.6%,101,2.5%,
KENTUCKY,BARREN,21,9,4275,23.1%,13483,72.9%,167,0.9%,563,3.0%,
KENTUCKY,BATH,21,11,1361,29.7%,3082,67.2%,35,0.8%,109,2.4%,
KENTUCKY,BELL,21,13,1720,17.7%,7764,79.9%,44,0.5%,190,2.0%,
KENTUCKY,BOONE,21,15,15026,26.1%,39082,67.8%,763,1.3%,2747,4.8%,
KENTUCKY,BOURBON,21,17,2791,31.7%,5569,63.3%,96,1.1%,347,3.9%,
KENTUCKY,BOYD,21,19,6021,29.4%,13591,66.4%,168,0.8%,674,3.3%,
KENTUCKY,BOYLE,21,21,4281,33.1%,8040,62.1%,169,1.3%,456,3.5%,
KENTUCKY,BRACKEN,21,23,705,20.0%,2711,76.9%,35,1.0%,76,2.2%,
KENTUCKY,BREATHITT,21,25,1537,26.8%,3991,69.6%,48,0.8%,162,2.8%,
KENTUCKY,BRECKINRIDGE,21,27,1960,22.3%,6484,73.9%,80,0.9%,250,2.8%,
KENTUCKY,BULLITT,21,29,8255,22.9%,26210,72.7%,354,1.0%,1250,3.5%,
KENTUCKY,BUTLER,21,31,947,17.0%,4428,79.4%,53,1.0%,148,2.7%,
KENTUCKY,CALDWELL,21,33,1260,21.1%,4507,75.4%,55,0.9%,153,2.6%,
KENTUCKY,CALLOWAY,21,35,4749,29.6%,10367,64.6%,281,1.8%,652,4.1%,
KENTUCKY,CAMPBELL,21,37,14658,34.5%,25050,58.9%,552,1.3%,2250,5.3%,
KENTUCKY,CARLISLE,21,39,432,16.6%,2094,80.5%,19,0.7%,56,2.2%,
KENTUCKY,CARROLL,21,41,1106,28.7%,2588,67.1%,33,0.9%,128,3.3%,
KENTUCKY,CARTER,21,43,2276,22.1%,7587,73.8%,109,1.1%,306,3.0%,
KENTUCKY,CASEY,21,45,767,11.9%,5482,85.1%,40,0.6%,150,2.3%,
KENTUCKY,CHRISTIAN,21,47,7188,32.5%,14108,63.9%,179,0.8%,608,2.8%,
KENTUCKY,CLARK,21,49,4706,29.0%,10710,66.1%,203,1.3%,586,3.6%,
KENTUCKY,CLAY,21,51,752,11.1%,5861,86.6%,40,0.6%,114,1.7%,
KENTUCKY,CLINTON,21,53,547,12.3%,3809,85.4%,23,0.5%,83,1.9%,
KENTUCKY,CRITTENDEN,21,55,617,15.3%,3290,81.5%,36,0.9%,94,2.3%,
KENTUCKY,CUMBERLAND,21,57,459,15.0%,2502,81.6%,22,0.7%,83,2.7%,
KENTUCKY,DAVIESS,21,59,14163,30.9%,28907,63.1%,741,1.6%,1996,4.4%,
KENTUCKY,EDMONSON,21,61,979,18.7%,4135,78.9%,28,0.5%,102,1.9%,
KENTUCKY,ELLIOTT,21,63,740,25.9%,2000,70.1%,21,0.7%,94,3.3%,
KENTUCKY,ESTILL,21,65,1108,20.0%,4236,76.4%,35,0.6%,166,3.0%,
KENTUCKY,FAYETTE,21,67,69778,51.2%,56894,41.7%,2636,1.9%,7007,5.1%,
KENTUCKY,FLEMING,21,69,1348,21.5%,4722,75.4%,51,0.8%,139,2.2%,
KENTUCKY,FLOYD,21,71,4015,24.3%,11993,72.5%,100,0.6%,432,2.6%,
KENTUCKY,FRANKLIN,21,73,10717,44.9%,11819,49.5%,343,1.4%,986,4.1%,
KENTUCKY,FULTON,21,75,774,32.5%,1549,65.0%,16,0.7%,43,1.8%,
KENTUCKY,GALLATIN,21,77,749,22.4%,2443,73.2%,24,0.7%,122,3.7%,
KENTUCKY,GARRARD,21,79,1453,19.1%,5904,77.4%,66,0.9%,200,2.6%,
KENTUCKY,GRANT,21,81,1910,20.0%,7268,76.0%,76,0.8%,305,3.2%,
KENTUCKY,GRAVES,21,83,3308,19.9%,12671,76.3%,112,0.7%,515,3.1%,
KENTUCKY,GRAYSON,21,85,1959,18.5%,8219,77.7%,81,0.8%,317,3.0%,
KENTUCKY,GREEN,21,87,832,15.6%,4372,82.0%,19,0.4%,110,2.1%,
KENTUCKY,GREENUP,21,89,4146,25.5%,11546,70.9%,145,0.9%,440,2.7%,
KENTUCKY,HANCOCK,21,91,1244,29.0%,2788,64.9%,87,2.0%,176,4.1%,
KENTUCKY,HARDIN,21,93,13944,32.3%,26971,62.5%,440,1.0%,1801,4.2%,
KENTUCKY,HARLAN,21,95,1372,12.8%,9129,84.9%,48,0.4%,208,1.9%,
KENTUCKY,HARRISON,21,97,2031,26.1%,5435,69.8%,78,1.0%,237,3.0%,
KENTUCKY,HART,21,99,1730,23.8%,5320,73.2%,32,0.4%,182,2.5%,
KENTUCKY,HENDERSON,21,101,6707,34.0%,12159,61.7%,177,0.9%,667,3.4%,
KENTUCKY,HENRY,21,103,1828,25.6%,4944,69.2%,88,1.2%,289,4.0%,
KENTUCKY,HICKMAN,21,105,449,20.8%,1657,76.8%,19,0.9%,32,1.5%,
KENTUCKY,HOPKINS,21,107,4310,21.2%,15277,75.1%,163,0.8%,595,2.9%,
KENTUCKY,JACKSON,21,109,482,8.8%,4889,88.9%,27,0.5%,103,1.9%,
KENTUCKY,JEFFERSON,21,111,190836,54.0%,143768,40.7%,4785,1.4%,13710,3.9%,
KENTUCKY,JESSAMINE,21,113,6144,26.3%,15474,66.3%,675,2.9%,1033,4.4%,
KENTUCKY,JOHNSON,21,115,1250,13.1%,8043,84.0%,44,0.5%,235,2.5%,
KENTUCKY,KENTON,21,117,24214,33.6%,42958,59.7%,938,1.3%,3888,5.4%,
