STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,KERRY_VOTES,KERRY_%,BUSH_VOTES,BUSH_%,OTHER_VOTES,OTHER_%
CALIFORNIA,PLUMAS,06,063,4129,36.90%,6905,61.71%,156,1.39%
CALIFORNIA,AMADOR,06,005,6541,36.56%,11107,62.08%,243,1.36%
CALIFORNIA,PLACER,06,061,55573,36.26%,95969,62.61%,1736,1.13%
CALIFORNIA,MADERA,06,039,13481,34.70%,24871,64.02%,498,1.28%
CALIFORNIA,KINGS,06,031,10833,33.74%,21003,65.41%,274,0.85%
CALIFORNIA,SIERRA,06,091,646,33.16%,1249,64.12%,53,2.72%
CALIFORNIA,TULARE,06,107,32494,32.87%,65399,66.15%,967,0.98%
CALIFORNIA,KERN,06,029,68603,32.49%,140417,66.49%,2154,1.02%
CALIFORNIA,TEHAMA,06,103,7504,32.01%,15572,66.42%,368,1.57%
CALIFORNIA,SUTTER,06,101,9602,31.85%,20254,67.19%,289,0.96%
CALIFORNIA,GLENN,06,021,2995,31.68%,6308,66.72%,151,1.60%
CALIFORNIA,YUBA,06,115,5687,31.55%,12076,67.00%,261,1.45%
CALIFORNIA,COLUSA,06,011,1947,31.58%,4142,67.17%,77,1.25%
CALIFORNIA,SHASTA,06,089,24339,31.31%,52249,67.22%,1143,1.47%
CALIFORNIA,LASSEN,06,035,3158,27.58%,8126,70.97%,166,1.45%
CALIFORNIA,MODOC,06,049,1149,25.72%,3235,72.42%,83,1.86%
COLORADO,ADAMS,08,001,69122,50.6%,65912,48.2%,1643,1.2%
COLORADO,ALAMOSA,08,003,3017,48.0%,3179,50.6%,83,1.3%
COLORADO,ARAPAHOE,08,005,110262,47.5%,119475,51.4%,2628,1.1%
COLORADO,ARCHULETA,08,007,2141,36.7%,3601,61.7%,97,1.7%
COLORADO,BACA,08,009,483,22.1%,1680,76.9%,23,1.1%
COLORADO,BENT,08,011,785,36.4%,1338,62.1%,32,1.5%
COLORADO,BOULDER,08,013,105564,66.3%,51586,32.4%,2109,1.3%
COLORADO,BROOMFIELD,08,014,10935,47.1%,12007,51.7%,293,1.3%
COLORADO,CHAFFEE,08,015,3766,42.9%,4875,55.6%,129,1.5%
COLORADO,CHEYENNE,08,017,198,17.5%,923,81.4%,13,1.1%
COLORADO,CLEARCREEK,08,019,2989,53.3%,2522,44.9%,102,1.8%
COLORADO,CONEJOS,08,021,1894,49.8%,1864,49.0%,45,1.2%
COLORADO,COSTILLA,08,023,1170,66.5%,566,32.2%,24,1.4%
COLORADO,CROWLEY,08,025,478,32.0%,1006,67.4%,9,0.6%
COLORADO,CUSTER,08,027,739,30.4%,1657,68.2%,32,1.3%
COLORADO,DELTA,08,029,4224,29.8%,9722,68.7%,213,1.5%
COLORADO,DENVER,08,031,166135,69.6%,69903,29.3%,2788,1.2%
COLORADO,DOLORES,08,033,333,29.1%,785,68.5%,28,2.4%
COLORADO,DOUGLAS,08,035,39661,32.7%,80651,66.5%,889,0.7%
COLORADO,EAGLE,08,037,9744,52.6%,8533,46.1%,234,1.3%
COLORADO,ELPASO,08,041,77648,32.1%,161361,66.7%,2779,1.1%
COLORADO,ELBERT,08,039,2834,24.9%,8389,73.8%,141,1.2%
COLORADO,FREMONT,08,043,5933,32.0%,12313,66.5%,280,1.5%
COLORADO,GARFIELD,08,045,9228,44.7%,11123,53.9%,296,1.4%
COLORADO,GILPIN,08,047,1807,56.5%,1329,41.6%,60,1.9%
COLORADO,GRAND,08,049,3243,42.6%,4260,56.0%,106,1.4%
COLORADO,GUNNISON,08,051,4782,56.8%,3479,41.3%,159,1.9%
COLORADO,HINSDALE,08,053,236,39.2%,355,59.0%,11,1.8%
COLORADO,HUERFANO,08,055,1663,48.9%,1700,50.0%,39,1.1%
COLORADO,JACKSON,08,057,210,22.5%,710,76.0%,14,1.5%
COLORADO,JEFFERSON,08,059,126558,46.6%,140644,51.8%,4366,1.6%
COLORADO,KIOWA,08,061,172,19.3%,712,79.8%,8,0.9%
COLORADO,KITCARSON,08,063,729,20.8%,2721,77.7%,52,1.5%
COLORADO,LAPLATA,08,067,13409,52.6%,11704,45.9%,400,1.6%
COLORADO,LAKE,08,065,1623,55.0%,1261,42.8%,65,2.2%
COLORADO,LARIMER,08,069,68266,46.6%,75884,51.8%,2286,1.6%
COLORADO,LASANIMAS,08,071,3300,50.1%,3196,48.5%,96,1.5%
COLORADO,LINCOLN,08,073,503,21.5%,1819,77.8%,15,0.6%
COLORADO,LOGAN,08,075,2491,28.4%,6168,70.4%,107,1.2%
COLORADO,MESA,08,077,19564,31.6%,41539,67.1%,782,1.3%
COLORADO,MINERAL,08,079,227,36.7%,383,61.9%,9,1.5%
COLORADO,MOFFAT,08,081,1355,23.7%,4247,74.2%,123,2.1%
COLORADO,MONTEZUMA,08,083,3867,35.1%,6988,63.4%,160,1.5%
COLORADO,MONTROSE,08,085,4776,29.4%,11218,69.2%,225,1.4%
COLORADO,MORGAN,08,087,3039,30.6%,6787,68.3%,110,1.1%
COLORADO,OTERO,08,089,3164,38.7%,4947,60.5%,69,0.8%
COLORADO,OURAY,08,091,1278,47.0%,1402,51.5%,41,1.5%
COLORADO,PARK,08,093,3445,41.2%,4781,57.2%,131,1.6%
COLORADO,PHILLIPS,08,095,582,25.0%,1717,73.8%,26,1.1%
COLORADO,PITKIN,08,097,6335,68.4%,2784,30.1%,137,1.5%
COLORADO,PROWERS,08,099,1308,27.6%,3392,71.5%,45,0.9%
COLORADO,PUEBLO,08,101,35369,52.6%,31117,46.3%,701,1.0%
COLORADO,RIOBLANCO,08,103,566,18.8%,2403,80.0%,34,1.1%
COLORADO,RIOGRANDE,08,105,2006,36.3%,3448,62.4%,72,1.3%
COLORADO,ROUTT,08,107,6392,54.3%,5199,44.2%,171,1.5%
COLORADO,SAGUACHE,08,109,1594,56.9%,1163,41.5%,46,1.6%
COLORADO,SANJUAN,08,111,253,52.1%,216,44.4%,17,3.5%
COLORADO,SANMIGUEL,08,113,2876,71.6%,1079,26.8%,64,1.6%
COLORADO,SEDGWICK,08,115,374,27.5%,971,71.4%,15,1.1%
COLORADO,SUMMIT,08,117,8144,59.3%,5370,39.1%,221,1.6%
COLORADO,TELLER,08,119,3556,30.0%,8094,68.3%,192,1.6%
COLORADO,WASHINGTON,08,121,455,18.0%,2050,81.0%,25,1.0%
COLORADO,WELD,08,123,31868,35.9%,55591,62.7%,1194,1.3%
COLORADO,YUMA,08,125,1064,23.3%,3456,75.8%,39,0.9%
CONNECTICUT,HARTFORD,09,003,229902,58.7%,154919,39.5%,6987,1.8%
CONNECTICUT,MIDDLESEX,09,007,47292,56.3%,35252,42.0%,1440,1.7%
CONNECTICUT,NEWLONDON,09,011,66062,55.8%,49931,42.2%,2367,2.0%
CONNECTICUT,TOLLAND,09,013,39146,54.6%,31245,43.6%,1338,1.9%
CONNECTICUT,NEWHAVEN,09,009,199060,54.3%,160390,43.8%,6942,1.9%
CONNECTICUT,WINDHAM,09,015,25477,52.1%,22324,45.7%,1060,2.2%
CONNECTICUT,FAIRFIELD,09,001,205902,51.4%,189605,47.3%,5460,1.4%
CONNECTICUT,LITCHFIELD,09,005,44647,46.2%,50160,51.9%,1861,1.9%
DELAWARE,NEWCASTLE,10,003,146179,60.5%,93079,38.5%,2203,0.9%
DELAWARE,KENT,10,001,23875,42.6%,31578,56.4%,527,0.9%
DELAWARE,SUSSEX,10,005,30098,38.7%,47003,60.5%,648,0.8%
FLORIDA,ALACHUA,12,001,62504,56.1%,47762,42.9%,1062,1.0%
FLORIDA,BAKER,12,003,2180,21.9%,7738,77.7%,37,0.4%
FLORIDA,BAY,12,005,21068,28.1%,53404,71.2%,552,0.7%
FLORIDA,BRADFORD,12,007,3244,29.9%,7557,69.6%,54,0.5%
FLORIDA,BREVARD,12,009,110309,41.6%,153068,57.7%,2085,0.8%
FLORIDA,BROWARD,12,011,453873,64.2%,244674,34.6%,8325,1.2%
FLORIDA,CALHOUN,12,013,2116,35.5%,3782,63.4%,65,1.1%
FLORIDA,CHARLOTTE,12,015,34256,42.9%,44428,55.7%,1102,1.4%
FLORIDA,CITRUS,12,017,29277,42.1%,39500,56.9%,690,1.0%
FLORIDA,CLAY,12,019,18971,23.3%,62078,76.2%,446,0.5%
FLORIDA,COLLIER,12,021,43892,34.1%,83631,65.0%,1160,0.9%
FLORIDA,COLUMBIA,12,023,8031,32.1%,16758,67.1%,202,0.8%
FLORIDA,DESOTO,12,027,3913,41.1%,5524,58.1%,73,0.8%
FLORIDA,DIXIE,12,029,1960,30.4%,4434,68.8%,48,0.7%
FLORIDA,DUVAL,12,031,158610,41.6%,220190,57.8%,2261,0.6%
FLORIDA,ESCAMBIA,12,033,48329,33.7%,93566,65.3%,1383,1.0%
FLORIDA,FLAGLER,12,035,18578,48.3%,19633,51.0%,269,0.7%
FLORIDA,FRANKLIN,12,037,2401,40.5%,3472,58.5%,58,1.0%
FLORIDA,GADSDEN,12,039,14629,69.7%,6253,29.8%,102,0.5%
FLORIDA,GILCHRIST,12,041,2017,28.8%,4936,70.4%,62,0.9%
FLORIDA,GLADES,12,043,1718,41.0%,2443,58.3%,27,0.6%
FLORIDA,GULF,12,045,2407,33.1%,4805,66.0%,65,0.9%
FLORIDA,HAMILTON,12,047,2260,44.5%,2792,55.0%,27,0.5%
FLORIDA,HARDEE,12,049,2149,29.6%,5049,69.7%,51,0.7%
FLORIDA,HENDRY,12,051,3960,40.5%,5757,58.9%,58,0.6%
FLORIDA,HERNANDO,12,053,37187,46.2%,42635,52.9%,725,0.9%
FLORIDA,HIGHLANDS,12,055,15347,37.0%,25878,62.4%,271,0.7%
FLORIDA,HILLSBOROUGH,12,057,214132,46.2%,245576,53.0%,3514,0.8%
FLORIDA,HOLMES,12,059,1810,21.8%,6412,77.3%,78,0.9%
FLORIDA,INDIANRIVER,12,061,23956,39.0%,36938,60.1%,520,0.8%
FLORIDA,JACKSON,12,063,7555,38.1%,12122,61.2%,130,0.7%
FLORIDA,JEFFERSON,12,065,4135,55.3%,3298,44.1%,45,0.6%
FLORIDA,LAFAYETTE,12,067,845,25.4%,2460,74.0%,20,0.6%
FLORIDA,LAKE,12,069,48221,38.9%,74389,60.0%,1340,1.1%
FLORIDA,LEE,12,071,93860,39.0%,144176,59.9%,2631,1.1%
FLORIDA,LEON,12,073,83873,61.5%,51615,37.8%,891,0.7%
FLORIDA,LEVY,12,075,6074,36.5%,10410,62.5%,168,1.0%
FLORIDA,LIBERTY,12,077,1070,35.4%,1927,63.8%,24,0.8%
FLORIDA,MADISON,12,079,4050,48.8%,4191,50.5%,63,0.8%
FLORIDA,MANATEE,12,081,61262,42.7%,81318,56.6%,1041,0.7%
FLORIDA,MARION,12,083,57271,41.0%,81283,58.2%,1123,0.8%
FLORIDA,MARTIN,12,085,30208,41.7%,41362,57.1%,883,1.2%
FLORIDA,MIAMI-DADE,12,086,409732,52.9%,361095,46.6%,3899,0.5%
FLORIDA,MONROE,12,087,19654,49.7%,19467,49.2%,414,1.0%
FLORIDA,NASSAU,12,089,8573,26.2%,23783,72.6%,387,1.2%
FLORIDA,OKALOOSA,12,091,19368,21.6%,69693,77.6%,695,0.8%
FLORIDA,OKEECHOBEE,12,093,5153,42.3%,6978,57.2%,59,0.5%
FLORIDA,ORANGE,12,095,193354,49.8%,192539,49.6%,2151,0.6%
FLORIDA,OSCEOLA,12,097,38633,47.0%,43117,52.5%,454,0.6%
FLORIDA,PALMBEACH,12,099,328687,60.4%,212688,39.1%,3247,0.6%
FLORIDA,PASCO,12,101,84749,44.4%,103230,54.1%,2937,1.5%
FLORIDA,PINELLAS,12,103,225460,49.5%,225686,49.6%,4211,0.9%
FLORIDA,POLK,12,105,86009,40.8%,123559,58.6%,1262,0.6%
FLORIDA,PUTNAM,12,107,12412,40.1%,18311,59.1%,250,0.8%
FLORIDA,SAINTJOHNS,12,109,26399,30.6%,59196,68.6%,695,0.8%
FLORIDA,SAINTLUCIE,12,111,51835,51.8%,47592,47.6%,636,0.6%
FLORIDA,SANTAROSA,12,113,14659,21.8%,52059,77.3%,589,0.9%
FLORIDA,SARASOTA,12,115,88442,45.2%,104692,53.5%,2518,1.3%
FLORIDA,SEMINOLE,12,117,76971,41.3%,108172,58.1%,1052,0.6%
FLORIDA,SUMTER,12,119,11584,36.4%,19800,62.2%,458,1.4%
FLORIDA,SUWANEE,12,121,4522,28.6%,11153,70.6%,127,0.8%
FLORIDA,TAYLOR,12,123,3049,35.5%,5467,63.7%,65,0.8%
FLORIDA,UNION,12,125,1251,26.8%,3396,72.6%,28,0.6%
FLORIDA,VOLUSIA,12,127,115519,50.5%,111924,48.9%,1496,0.7%
FLORIDA,WAKULLA,12,129,4896,41.6%,6777,57.6%,90,0.8%
FLORIDA,WALTON,12,131,6213,25.9%,17555,73.2%,208,0.9%
FLORIDA,WASHINGTON,12,133,2912,28.1%,7369,71.1%,85,0.8%
GEORGIA,APPLING,13,001,1848,29.0%,4494,70.5%,28,0.4%
GEORGIA,ATKINSON,13,003,799,32.3%,1666,67.4%,5,0.2%
GEORGIA,BACON,13,005,930,24.5%,2853,75.2%,9,0.2%
GEORGIA,BAKER,13,007,936,53.1%,821,46.5%,7,0.4%
GEORGIA,BALDWIN,13,009,6775,46.5%,7709,52.9%,76,0.5%
GEORGIA,BANKS,13,011,1149,20.5%,4410,78.9%,33,0.6%
GEORGIA,BARROW,13,013,4095,23.1%,13520,76.2%,129,0.7%
GEORGIA,BARTOW,13,015,7741,25.6%,22311,73.7%,225,0.7%
GEORGIA,BENHILL,13,017,2180,39.4%,3331,60.1%,29,0.5%
GEORGIA,BERRIEN,13,019,1638,29.3%,3917,70.0%,44,0.8%
GEORGIA,BIBB,13,021,29322,50.8%,28107,48.7%,325,0.6%
GEORGIA,BLECKLEY,13,023,1281,28.7%,3167,70.9%,20,0.4%
GEORGIA,BRANTLEY,13,025,1258,22.4%,4333,77.1%,30,0.5%
GEORGIA,BROOKS,13,027,2193,42.9%,2912,56.9%,11,0.2%
GEORGIA,BRYAN,13,029,2590,25.9%,7363,73.8%,30,0.3%
GEORGIA,BULLOCH,13,031,6840,35.6%,12252,63.8%,103,0.5%
GEORGIA,BURKE,13,033,4213,49.7%,4232,49.9%,37,0.4%
GEORGIA,BUTTS,13,035,2572,33.3%,5119,66.2%,44,0.6%
GEORGIA,CALHOUN,13,037,1119,55.4%,890,44.1%,10,0.5%
GEORGIA,CAMDEN,13,039,4637,32.7%,9488,66.9%,50,0.4%
GEORGIA,CANDLER,13,043,1096,34.8%,2048,65.0%,7,0.2%
GEORGIA,CARROLL,13,045,10224,28.9%,24837,70.3%,256,0.7%
GEORGIA,CATOOSA,13,047,5807,26.0%,16406,73.5%,115,0.5%
GEORGIA,CHARLTON,13,049,1064,31.4%,2311,68.2%,12,0.4%
GEORGIA,CHATHAM,13,051,45630,49.8%,45484,49.7%,493,0.5%
GEORGIA,CHATTAHOOCHEE,13,053,773,45.8%,905,53.6%,11,0.7%
GEORGIA,CHATTOOGA,13,055,2809,35.8%,4992,63.6%,52,0.7%
GEORGIA,CHEROKEE,13,057,14824,20.1%,58238,79.0%,624,0.8%
GEORGIA,CLARKE,13,059,21718,58.1%,15052,40.3%,618,1.7%
GEORGIA,CLAY,13,061,798,61.0%,509,38.9%,2,0.2%
GEORGIA,CLAYTON,13,063,56113,70.5%,23106,29.0%,381,0.5%
GEORGIA,CLINCH,13,065,750,33.1%,1501,66.2%,15,0.7%
GEORGIA,COBB,13,067,103955,37.1%,173467,62.0%,2444,0.9%
GEORGIA,COFFEE,13,069,3979,32.3%,8306,67.4%,47,0.4%
GEORGIA,COLQUITT,13,071,3378,28.8%,8296,70.6%,71,0.6%
GEORGIA,COLUMBIA,13,073,11442,24.3%,35549,75.4%,179,0.4%
GEORGIA,COOK,13,075,1733,36.0%,3065,63.6%,22,0.5%
GEORGIA,COWETA,13,077,10647,25.0%,31682,74.5%,216,0.5%
GEORGIA,CRAWFORD,13,079,1552,35.2%,2830,64.2%,24,0.5%
GEORGIA,CRISP,13,081,2357,37.7%,3865,61.8%,29,0.5%
GEORGIA,DADE,13,083,1823,29.2%,4368,69.9%,56,0.9%
GEORGIA,DAWSON,13,085,1407,17.3%,6649,81.9%,61,0.8%
GEORGIA,DECATUR,13,087,3577,40.0%,5348,59.7%,26,0.3%
GEORGIA,DEKALB,13,089,200787,72.6%,73570,26.6%,2152,0.8%
GEORGIA,DODGE,13,091,2384,34.1%,4584,65.5%,27,0.4%
GEORGIA,DOOLY,13,093,1973,51.3%,1853,48.2%,18,0.5%
GEORGIA,DOUGHERTY,13,095,19805,58.8%,13711,40.7%,146,0.4%
GEORGIA,DOUGLAS,13,097,15997,38.0%,25846,61.4%,261,0.6%
GEORGIA,EARLY,13,099,1701,40.4%,2495,59.2%,17,0.4%
GEORGIA,ECHOLS,13,101,231,23.3%,757,76.4%,3,0.3%
GEORGIA,EFFINGHAM,13,103,3613,22.3%,12503,77.3%,51,0.3%
GEORGIA,ELBERT,13,105,2984,39.0%,4626,60.4%,49,0.6%
GEORGIA,EMANUEL,13,107,2774,37.1%,4666,62.5%,30,0.4%
GEORGIA,EVANS,13,109,1213,34.5%,2291,65.2%,10,0.3%
GEORGIA,FANNIN,13,111,2727,28.2%,6862,71.0%,77,0.8%
GEORGIA,FAYETTE,13,113,14887,28.3%,37346,71.0%,354,0.7%
GEORGIA,FLOYD,13,115,10038,31.7%,21400,67.7%,187,0.6%
GEORGIA,FORSYTH,13,117,9201,16.2%,47267,83.1%,436,0.8%
GEORGIA,FRANKLIN,13,119,2245,29.9%,5218,69.6%,39,0.5%
GEORGIA,FULTON,13,121,199436,59.3%,134372,39.9%,2599,0.8%
GEORGIA,GILMER,13,123,2510,25.1%,7414,74.0%,90,0.9%
GEORGIA,GLASCOCK,13,125,250,19.7%,1016,80.1%,3,0.2%
GEORGIA,GLYNN,13,127,8962,32.4%,18608,67.2%,126,0.5%
GEORGIA,GORDON,13,129,4028,25.5%,11671,73.9%,93,0.6%
GEORGIA,GRADY,13,131,3092,37.7%,5068,61.9%,34,0.4%
GEORGIA,GREENE,13,133,2774,40.4%,4069,59.2%,31,0.5%
GEORGIA,GWINNETT,13,135,81708,33.5%,160445,65.7%,2026,0.8%
GEORGIA,HABERSHAM,13,137,2750,20.7%,10434,78.6%,85,0.6%
GEORGIA,HALL,13,139,10514,21.1%,38883,78.2%,347,0.7%
GEORGIA,HANCOCK,13,141,2715,76.5%,822,23.2%,13,0.4%
GEORGIA,HARALSON,13,143,2434,23.9%,7703,75.6%,56,0.5%
GEORGIA,HARRIS,13,145,3400,27.5%,8878,71.9%,72,0.6%
GEORGIA,HART,13,147,3479,38.5%,5500,60.9%,50,0.6%
GEORGIA,HEARD,13,149,1148,29.0%,2788,70.5%,20,0.5%
GEORGIA,HENRY,13,151,21096,32.9%,42759,66.7%,298,0.5%
GEORGIA,HOUSTON,13,153,15054,33.3%,29862,66.1%,282,0.6%
GEORGIA,IRWIN,13,155,1051,30.8%,2347,68.7%,16,0.5%
GEORGIA,JACKSON,13,157,3468,21.4%,12611,78.0%,94,0.6%
GEORGIA,JASPER,13,159,1558,32.9%,3157,66.6%,27,0.6%
GEORGIA,JEFFDAVIS,13,161,1277,26.4%,3549,73.3%,19,0.4%
GEORGIA,JEFFERSON,13,163,3447,52.7%,3066,46.9%,24,0.4%
GEORGIA,JENKINS,13,165,1494,43.9%,1898,55.8%,12,0.4%
GEORGIA,JOHNSON,13,167,1263,35.5%,2279,64.1%,11,0.3%
GEORGIA,JONES,13,169,3855,35.5%,6939,63.9%,59,0.5%
GEORGIA,LAMAR,13,171,2432,37.4%,4027,62.0%,39,0.6%
GEORGIA,LANIER,13,173,931,36.0%,1641,63.4%,15,0.6%
GEORGIA,LAURENS,13,175,6281,36.4%,10883,63.1%,73,0.4%
GEORGIA,LEE,13,177,2182,20.9%,8201,78.7%,38,0.4%
GEORGIA,LIBERTY,13,179,6619,51.7%,6131,47.9%,55,0.4%
GEORGIA,LINCOLN,13,181,1337,36.6%,2309,63.1%,11,0.3%
GEORGIA,LONG,13,183,1033,34.0%,1994,65.6%,12,0.4%
GEORGIA,LOWNDES,13,185,12516,39.5%,18981,60.0%,157,0.5%
GEORGIA,LUMPKIN,13,187,2091,23.5%,6690,75.3%,105,1.2%
GEORGIA,MCDUFFIE,13,189,2899,37.3%,4846,62.3%,28,0.4%
GEORGIA,MCINTOSH,13,191,2523,46.9%,2837,52.7%,19,0.4%
GEORGIA,MACON,13,193,2906,60.8%,1851,38.7%,20,0.4%
GEORGIA,MADISON,13,195,2527,25.7%,7254,73.7%,62,0.6%
GEORGIA,MARION,13,197,1275,43.1%,1670,56.5%,10,0.3%
GEORGIA,MERIWETHER,13,199,3709,45.5%,4402,54.0%,44,0.5%
GEORGIA,MILLER,13,201,736,30.1%,1694,69.4%,12,0.5%
GEORGIA,MITCHELL,13,205,3360,46.2%,3885,53.5%,22,0.3%
GEORGIA,MONROE,13,207,3216,32.9%,6522,66.6%,51,0.5%
GEORGIA,MONTGOMERY,13,209,1007,31.8%,2150,67.8%,12,0.4%
GEORGIA,MORGAN,13,211,2304,31.8%,4902,67.7%,37,0.5%
GEORGIA,MURRAY,13,213,2899,27.1%,7745,72.5%,45,0.4%
GEORGIA,MUSCOGEE,13,215,32867,51.3%,30850,48.2%,289,0.5%
GEORGIA,NEWTON,13,217,10939,37.5%,18095,62.0%,145,0.5%
GEORGIA,OCONEE,13,219,3789,26.7%,10276,72.5%,117,0.8%
GEORGIA,OGLETHORPE,13,221,1899,33.7%,3688,65.5%,44,0.8%
GEORGIA,PAULDING,13,223,9420,23.3%,30843,76.2%,233,0.6%
GEORGIA,PEACH,13,225,3961,46.3%,4554,53.3%,34,0.4%
GEORGIA,PICKENS,13,227,2444,23.0%,8115,76.3%,71,0.7%
GEORGIA,PIERCE,13,229,1234,20.8%,4680,79.0%,10,0.2%
GEORGIA,PIKE,13,231,1506,22.3%,5193,77.0%,46,0.7%
GEORGIA,POLK,13,233,3868,31.2%,8467,68.2%,79,0.6%
GEORGIA,PULASKI,13,235,1294,36.8%,2202,62.6%,20,0.6%
GEORGIA,PUTNAM,13,237,2880,35.5%,5188,64.0%,43,0.5%
GEORGIA,QUITMAN,13,239,543,56.3%,409,42.4%,13,1.3%
GEORGIA,RABUN,13,241,1918,28.9%,4650,70.1%,70,1.1%
GEORGIA,RANDOLPH,13,243,1612,52.9%,1418,46.5%,17,0.6%
GEORGIA,RICHMOND,13,245,39262,56.6%,29764,42.9%,323,0.5%
GEORGIA,ROCKDALE,13,247,12136,38.9%,18856,60.5%,189,0.6%
GEORGIA,SCHLEY,13,249,464,30.3%,1063,69.5%,3,0.2%
GEORGIA,SCREVEN,13,251,2534,42.8%,3360,56.7%,29,0.5%
GEORGIA,SEMINOLE,13,253,1278,39.0%,1977,60.4%,20,0.6%
GEORGIA,SPALDING,13,255,7460,35.5%,13461,64.0%,105,0.5%
GEORGIA,STEPHENS,13,257,2714,28.1%,6904,71.4%,52,0.5%
GEORGIA,STEWART,13,259,1220,60.1%,797,39.2%,14,0.7%
GEORGIA,SUMTER,13,261,5562,49.3%,5688,50.4%,41,0.4%
GEORGIA,TALBOT,13,263,1830,62.1%,1103,37.5%,12,0.4%
GEORGIA,TALIAFERRO,13,265,612,64.4%,335,35.2%,4,0.4%
GEORGIA,TATTNALL,13,267,1787,27.6%,4657,72.1%,19,0.3%
GEORGIA,TAYLOR,13,269,1458,43.1%,1912,56.6%,11,0.3%
GEORGIA,TELFAIR,13,271,1590,42.1%,2171,57.5%,14,0.4%
GEORGIA,TERRELL,13,273,1951,51.0%,1859,48.6%,14,0.4%
GEORGIA,THOMAS,13,275,5997,38.2%,9659,61.5%,51,0.3%
GEORGIA,TIFT,13,277,3864,30.8%,8619,68.8%,46,0.4%
GEORGIA,TOOMBS,13,279,2567,29.1%,6196,70.3%,51,0.6%
GEORGIA,TOWNS,13,281,1430,27.1%,3823,72.4%,27,0.5%
GEORGIA,TREUTLEN,13,283,1052,38.1%,1691,61.3%,15,0.5%
GEORGIA,TROUP,13,285,7630,34.8%,14183,64.7%,114,0.5%
GEORGIA,TURNER,13,287,1135,38.3%,1815,61.2%,14,0.5%
GEORGIA,TWIGGS,13,289,2220,50.9%,2112,48.4%,33,0.8%
GEORGIA,UNION,13,291,2327,25.2%,6847,74.2%,54,0.6%
GEORGIA,UPSON,13,293,3424,33.9%,6634,65.7%,33,0.3%
GEORGIA,WALKER,13,295,5986,27.9%,15340,71.5%,127,0.6%
GEORGIA,WALTON,13,297,5887,21.3%,21594,78.2%,143,0.5%
GEORGIA,WARE,13,299,3449,30.6%,7790,69.1%,42,0.4%
GEORGIA,WARREN,13,301,1360,54.6%,1121,45.0%,8,0.3%
GEORGIA,WASHINGTON,13,303,3733,47.6%,4081,52.0%,33,0.4%
GEORGIA,WAYNE,13,305,2683,28.1%,6819,71.4%,53,0.6%
GEORGIA,WEBSTER,13,307,515,51.1%,485,48.1%,8,0.8%
GEORGIA,WHEELER,13,309,847,41.3%,1192,58.2%,10,0.5%
GEORGIA,WHITE,13,311,2016,21.2%,7403,77.9%,79,0.8%
GEORGIA,WHITFIELD,13,313,6933,26.3%,19297,73.2%,148,0.6%
GEORGIA,WILCOX,13,315,902,34.4%,1705,65.1%,12,0.5%
GEORGIA,WILKES,13,317,2028,44.6%,2490,54.8%,26,0.6%
GEORGIA,WILKINSON,13,319,2235,49.5%,2261,50.1%,18,0.4%
GEORGIA,WORTH,13,321,2219,30.2%,5105,69.4%,29,0.4%
HAWAII,OVERSEAS,ERROR,ERROR,373,81.4%,75,16.4%,10,2.2%
HAWAII,HAWAII,15,001,35116,60.9%,22032,38.2%,554,1.0%
HAWAII,MAUI,15,009,28803,60.7%,18187,38.3%,440,0.9%
HAWAII,KAUAI,15,007,14916,60.0%,9740,39.2%,220,0.9%
HAWAII,HONOLULU,15,003,152500,51.1%,144157,48.3%,1890,0.6%
IDAHO,ADA,16,001,58523,37.7%,94641,61.0%,1866,1.2%
IDAHO,ADAMS,16,003,555,26.9%,1468,71.2%,40,1.9%
IDAHO,BANNOCK,16,005,12903,37.0%,21479,61.6%,462,1.3%
IDAHO,BEARLAKE,16,007,494,16.3%,2506,82.4%,40,1.3%
IDAHO,BENEWAH,16,009,1148,28.3%,2823,69.7%,79,2.0%
IDAHO,BINGHAM,16,011,3605,21.8%,12734,76.9%,226,1.4%
IDAHO,BLAINE,16,013,5992,59.1%,4034,39.8%,121,1.2%
IDAHO,BOISE,16,015,970,27.5%,2501,70.9%,56,1.6%
IDAHO,BONNER,16,017,6649,37.6%,10697,60.5%,338,1.9%
IDAHO,BONNEVILLE,16,019,8356,21.5%,30048,77.3%,467,1.2%
IDAHO,BOUNDARY,16,021,1268,29.0%,3012,68.8%,99,2.3%
IDAHO,BUTTE,16,023,321,22.8%,1077,76.6%,8,0.6%
IDAHO,CAMAS,16,025,139,23.4%,450,75.6%,6,1.0%
IDAHO,CANYON,16,027,13415,24.1%,41599,74.7%,684,1.2%
IDAHO,CARIBOU,16,029,491,15.0%,2753,83.9%,37,1.1%
IDAHO,CASSIA,16,031,1153,14.7%,6562,83.9%,106,1.4%
IDAHO,CLARK,16,033,46,13.0%,302,85.6%,5,1.4%
IDAHO,CLEARWATER,16,035,1117,27.7%,2839,70.4%,78,1.9%
IDAHO,CUSTER,16,037,559,23.7%,1762,74.7%,37,1.6%
IDAHO,ELMORE,16,039,1959,24.3%,6011,74.6%,91,1.1%
IDAHO,FRANKLIN,16,041,456,9.0%,4527,89.6%,71,1.4%
IDAHO,FREMONT,16,043,741,12.8%,4965,86.1%,63,1.1%
IDAHO,GEM,16,045,1628,22.8%,5416,75.9%,90,1.3%
